"","time","Minute ventilation (l/min)","Arterial O2 partial pressure (mm Hg)","Total blood flow (l/min)","Arterial CO2 partial pressure (mm Hg)","Brain O2 partial pressure (mm Hg)","Antagonist plasma concentration (ng/ml)","Blood flow to brain (l/min)"
"1",0,6.76436765477461,92.7950184988885,4.9313299527367,38.5868300655299,31.6090098251018,0,0.680418929037924
"2",0.1,6.76433079726997,92.7950184134171,4.93132995274542,38.5868302023387,31.6090100237345,0,0.6804189290466
"3",0.2,6.76416788801249,92.7950175677499,4.93132995290418,38.5868315438307,31.6090119249514,0,0.680418929203588
"4",0.3,6.76383100746461,92.7950147311195,4.9313299537362,38.586836004493,31.609018081719,0,0.680418930026019
"5",0.4,6.76328615933383,92.7950083345008,4.93132995629961,38.5868459767269,31.6090314838188,0,0.680418932559635
"6",0.5,6.76250581379667,92.7949965420629,4.9313299622861,38.5868642060742,31.6090553457681,0,0.680418938476084
"7",0.6,6.76146650208589,92.794977290523,4.93132997409622,38.5868937215316,31.6090929925904,0,0.680418950147224
"8",0.7,6.76014764852993,92.7949483158508,4.93132999490018,38.5869377882957,31.6091477883287,0,0.680418970705049
"9",0.8,6.75853089783791,92.794907173429,4.9313300286883,38.5869998724454,31.6092230884465,0,0.68041900409133
"10",0.9,6.75659968633249,92.7948512542568,4.93133008031341,38.5870836130063,31.6093222073207,0,0.680419055099385
"11",1,6.75433894843127,92.7947777986037,4.93133015552678,38.5871927988866,31.6094483959039,0,0.680419129409355
"12",1.1,6.75173490630035,92.7946839078237,4.93133026100861,38.5873313493606,31.6096048265429,0,0.680419233618202
"13",1.2,6.74877491258918,92.7945665548553,4.93133040439394,38.587503297121,31.6097945829651,0,0.68041937526508
"14",1.3,6.7454473293641,92.7944225937054,4.93133059429439,38.587712773338,31.6100206540839,0,0.680419562852696
"15",1.4,6.74174143253231,92.7942487681307,4.93133084031642,38.5879639943035,31.6102859306429,0,0.68041980586512
"16",1.5,6.73764733478007,92.7940417196659,4.93133115307625,38.5882612493598,31.6105932039891,0,0.680420114782408
"17",1.6,6.73315592229521,92.7937979951142,4.93133154421196,38.5886088898899,31.6109451664401,0,0.680420501092347
"18",1.7,6.72825880197484,92.7935140535766,4.93133202639284,38.5890113192023,31.6113444128467,0,0.680420977299569
"19",1.8,6.72294825676126,92.7931862730902,4.93133261332637,38.5894729831803,31.6117934430374,0,0.680421556932258
"20",1.9,6.71721720736933,92.7928109569186,4.9313333197629,38.5899983615911,31.6122946649058,0,0.680422254546633
"21",2,6.71105917911256,92.7923843395372,4.93133416149828,38.5905919599739,31.6128503979562,0,0.680423085729375
"22",2.1,6.70446827284174,92.7919025923465,4.93133515537448,38.5912583020389,31.6134628771609,0,0.680424067098138
"23",2.2,6.69743913922757,92.7913618291315,4.93133631927852,38.5920019225302,31.6141342570107,0,0.680425216300281
"24",2.3,6.68996695580938,92.7907581112993,4.93133767213955,38.5928273604946,31.6148666156716,0,0.680426552009924
"25",2.4,6.68204740633929,92.7900874529112,4.93133923392453,38.59373915292,31.6156619591964,0,0.680428093923467
"26",2.5,6.67367666201327,92.789345825514,4.93134102563223,38.5947418287283,31.6165222256946,0,0.68042986275361
"27",2.6,6.66485136432154,92.7885291627936,4.93134306928603,38.5958399030765,31.6174492894569,0,0.680431880222033
"28",2.7,6.65556860924988,92.7876333650612,4.93134538792523,38.5970378719507,31.6184449649914,0,0.680434169050765
"29",2.8,6.64582593263874,92.786654303581,4.93134800559525,38.5983402070289,31.6195110109383,0,0.68043675295233
"30",2.9,6.63562129651824,92.7855878247414,4.93135094733662,38.5997513508059,31.6206491338498,0,0.680439656618779
"31",3,6.62495307629821,92.7844297540906,4.93135423917287,38.6012757119449,31.6218609918382,0,0.68044290570962
"32",3.1,6.61382004866664,92.783175900221,4.93135790809743,38.6029176608753,31.6231481980297,0,0.680446526838744
"33",3.2,6.60222138014637,92.7818220585553,4.93136198205947,38.6046815255642,31.6245123239296,0,0.680450547560371
"34",3.3,6.59015661616703,92.7803640149756,4.93136648994893,38.6065715875277,31.6259549025602,0,0.680454996354126
"35",3.4,6.57762567062067,92.7787975493417,4.93137146158064,38.6085920780229,31.627477431455,0,0.680459902609265
"36",3.5,6.56462881583162,92.7771184388986,4.93137692767761,38.6107471744203,31.6290813754944,0,0.680465296608097
"37",3.6,6.55116667288719,92.7753224615689,4.93138291985364,38.6130409967547,31.6307681695777,0,0.680471209508657
"38",3.7,6.53724020228504,92.7734053991406,4.93138947059508,38.6154776044427,31.6325392211388,0,0.680477673326671
"39",3.8,6.52285069485939,92.7713630403462,4.93139661324207,38.6180609931669,31.6343959125053,0,0.680484720916884
"40",3.9,6.50799976295317,92.769191183837,4.93140438196909,38.6207950919196,31.6363396030987,0,0.680492385953783
"41",4,6.49268933181009,92.7668856410775,4.93141281176487,38.623683760181,31.6383716315136,0,0.680500702911654
"42",4.1,6.4769216311584,92.7644422391248,4.9314219384118,38.6267307852594,31.6404933174375,0,0.680509707044213
"43",4.2,6.46069918696703,92.7618568233279,4.93143179846487,38.6299398797644,31.6427059634454,0,0.680519434363649
"44",4.3,6.44402481335782,92.7591252599132,4.93144242923013,38.633314679234,31.6450108566359,0,0.680529921619343
"45",4.4,6.42690160465048,92.7562434385338,4.93145386874254,38.6368587398513,31.6474092702066,0,0.680541206275853
"46",4.5,6.4093329275371,92.7532072746788,4.93146615574361,38.6405755363355,31.649902464845,0,0.680553326490816
"47",4.6,6.3913224133689,92.75001271202,4.93147932965866,38.6444684599392,31.6524916900361,0,0.680566321092381
"48",4.7,6.37287395053919,92.746655724689,4.9314934305736,38.6485408165576,31.6551781852649,0,0.68058022955619
"49",4.8,6.35399167696757,92.7431323194507,4.93150849921152,38.6527958249746,31.6579631810956,0,0.680595091982233
"50",4.9,6.33467997265876,92.739438537829,4.93152457690886,38.6572366152003,31.6608479001799,0,0.680610949071209
"51",5,6.31494345234724,92.7355704581327,4.93154170559143,38.6618662269369,31.6638335581492,0,0.680627842100786
"52",5.1,6.29478695821208,92.7315241974172,4.93155992775017,38.6666876081477,31.6669213644251,0,0.680645812901586
"53",5.2,6.27421555265325,92.7272959133915,4.93157928641685,38.6717036136957,31.6701125229402,0,0.680664903833146
"54",5.3,6.25323451116583,92.7228818061464,4.93159982513852,38.6769170042883,31.6734082328032,0,0.680685157758594
"55",5.4,6.23184931519091,92.7182781200728,4.93162158795452,38.6823304450315,31.6768096888362,0,0.680706618021886
"56",5.5,6.21006564512235,92.7134811453896,4.93164461936967,38.6879465047062,31.6803180820952,0,0.680729328421284
"57",5.6,6.18788937330014,92.7084872198302,4.93166896433008,38.6937676546966,31.6839346002889,0,0.680753333185383
"58",5.7,6.16532655708095,92.7032927301813,4.93169466819784,38.6997962681748,31.6876604281423,0,0.680778676948069
"59",5.8,6.14238343195573,92.6978941137689,4.93172177672579,38.7060346193543,31.6914967476942,0,0.680805404723528
"60",5.9,6.119066404705,92.6922878598945,4.93175033603208,38.7124848828232,31.6954447385449,0,0.68083356188107
"61",6,6.09538204661182,92.6864705111988,4.93178039257483,38.7191491329707,31.6995055780402,0,0.680863194120071
"62",6.1,6.07133708671766,92.6804386649704,4.93181199312679,38.7260293434943,31.7036804414062,0,0.680894347444836
"63",6.2,6.04693840512306,92.6741889743978,4.9318451847499,38.7331273869874,31.7079705018347,0,0.680927068139455
"64",6.3,6.02219302633148,92.6677181497652,4.93188001476988,38.7404450346068,31.7123769305225,0,0.680961402742647
"65",6.4,5.99710811263952,92.6610229595927,4.93191653075086,38.7479839558174,31.7169008966666,0,0.68099739802265
"66",6.5,5.97169095757003,92.6541002317238,4.93195478047004,38.7557457182115,31.7215435674168,0,0.681035100952136
"67",6.6,5.94594897934799,92.6469468543592,4.9319948118924,38.7637317874023,31.7263061077916,0,0.681074558683157
"68",6.7,5.91988971442453,92.6395597770395,4.93203667314544,38.771943526988,31.7311896805535,0,0.681115818522206
"69",6.8,5.89352081104217,92.6319360115755,4.9320804124941,38.7803821985862,31.7361954460523,0,0.681158927905313
"70",6.9,5.86685002284625,92.624072632934,4.93212607831563,38.7890489619363,31.7413245620391,0,0.68120393437325
"71",7,5.83988520254158,92.6159667800687,4.93217371907469,38.7979448750672,31.7465781834423,0,0.681250885546834
"72",7.1,5.81263429559516,92.6076156567092,4.93222338329849,38.8070708945302,31.7519574621202,0,0.681299829102343
"73",7.2,5.7844104461005,92.599014840145,4.93227511966479,38.8164299671818,31.7574635458846,0,0.681350812858077
"74",7.3,5.75510460962522,92.5901500874426,4.93232897896263,38.8260370647511,31.7630975113326,0,0.681403886705711
"75",7.4,5.72549415681791,92.5810162044655,4.93238501445493,38.8358957736012,31.7688603849053,0,0.68145910296678
"76",7.5,5.69558637147632,92.5716101689387,4.93244327951549,38.8460069621321,31.77475320789,0,0.681516514064634
"77",7.6,5.66538862497575,92.561929015557,4.93250382752026,38.8563714097009,31.7807770389594,0,0.681576172417146
"78",7.7,5.63490837303064,92.5519698366802,4.93256671182612,38.8669898065661,31.7869329516917,0,0.68163813041572
"79",7.8,5.60415315224666,92.541729782832,4.9326319857493,38.8778627541258,31.7932220321369,0,0.681702440403899
"80",7.9,5.57313057639911,92.5312060632241,4.9326997025442,38.8889907651434,31.7996453766399,0,0.681769154656342
"81",8,5.54184833254447,92.5203959462729,4.93276991538206,38.9003742640054,31.8062040898187,0,0.68183832535773
"82",8.1,5.51031417701329,92.5092967601126,4.93284267732988,38.9120135870112,31.8128992827084,0,0.681910004581836
"83",8.2,5.47853593130838,92.4979058930903,4.93291804132943,38.9239089826958,31.8197320710554,0,0.681984244270728
"84",8.3,5.44652147793682,92.4862207942614,4.93299606017603,38.9360606121905,31.8267035736938,0,0.682061096213734
"85",8.4,5.41427875619066,92.4742389738652,4.93307678649786,38.9484685496029,31.8338149110867,0,0.682140612026929
